chp_hospital,chp_shopping,chp1_2cells,chp2_2cells,chp_4cells,heatpumps,gas_boiler
672.266,1912.6954,494.71873150684956,466.6669,0.0,0.0,2001.7123287671236
672.266,1912.6954,494.71873150684956,466.6669,0.0,0.0,2001.7123287671236
672.266,1912.6954,494.71873150684956,466.6669,0.0,0.0,0.0
672.266,1912.6954,494.71873150684956,466.6669,0.0,0.0,0.0
672.266,1912.6953999999998,494.71873150684956,466.6669,0.0,0.0,0.0
0.0,1544.6347027397262,0.0,0.0,0.0,0.0,0.0
0.0,1544.6347027397262,0.0,0.0,0.0,0.0,0.0
0.0,1544.6347027397262,0.0,0.0,0.0,0.0,0.0
672.266,1912.6954,494.71873150684956,466.6669,0.0,0.0,0.0
672.266,1912.6954,494.71873150684956,466.6669,0.0,0.0,0.0
672.266,1912.6954,494.71873150684956,466.6669,0.0,0.0,0.0
672.266,1912.6954,494.71873150684956,466.6669,0.0,0.0,2001.7123287671234
