chp_hospital,chp_shopping,chp1_2cells,chp2_2cells,chp_4cells,heatpumps,gas_boiler
672.266,1912.6954,0.0,466.6669,653.2512,0.0,1843.1798602739732
672.266,1912.6954,0.0,466.6669,653.2512,0.0,1843.1798602739732
672.266,1912.6954,0.0,466.6669,494.7187315068494,0.0,0.0
672.266,1912.6954,0.0,308.1344315068494,653.2512,0.0,0.0
672.266,1912.6954,0.0,466.6669,494.7187315068494,0.0,0.0
0.0,1544.6347027397262,0.0,0.0,0.0,0.0,0.0
0.0,1544.6347027397262,0.0,0.0,0.0,0.0,0.0
0.0,1544.6347027397262,0.0,0.0,0.0,0.0,0.0
672.266,1912.6954,0.0,466.6669,494.7187315068494,0.0,0.0
672.266,1912.6954,0.0,308.1344315068494,653.2512,0.0,0.0
513.7335315068492,1912.6954,0.0,466.6669,653.2512,0.0,0.0
672.266,1912.6954,0.0,466.6669,653.2512,0.0,1843.1798602739732
