demand,battery,EX
2335.445205479452,0.0,0.0
2335.445205479452,0.0,0.0
2806.5867575342468,0.0,0.0
2806.5867575342468,0.0,0.0
2806.5867575342468,0.0,0.0
3271.0159821917805,0.0,0.0
3271.0159821917805,0.0,0.0
3271.0159821917805,0.0,0.0
2806.5867575342468,0.0,0.0
2806.5867575342468,0.0,0.0
2806.5867575342468,0.0,0.0
2335.445205479452,0.0,0.0
