chp_hospital,chp_shopping,chp1_2cells,chp2_2cells,chp_4cells,heatpumps,gas_boiler
0.0,1912.6954,-2.2737367544323206e-13,0.0,0.0,0.0,3635.363960273973
0.0,1912.6954,0.0,0.0,0.0,0.0,3635.363960273973
0.0,1792.1840524960887,0.0,0.0,0.0,0.0,1754.1629790107606
0.0,1694.0792185879823,0.0,0.0,0.0,0.0,1852.267812918867
0.0,1543.9490939710317,0.0,0.0,0.0,0.0,2002.3979375358176
0.0,1544.6347027397262,0.0,0.0,0.0,0.0,0.0
0.0,1544.6347027397262,0.0,0.0,0.0,0.0,0.0
0.0,1544.6347027397262,0.0,0.0,0.0,0.0,0.0
0.0,1218.791027040755,0.0,0.0,0.0,0.0,2327.5560044660947
0.0,1298.6870092007657,0.0,0.0,0.0,0.0,2247.6600223060836
0.0,1440.641730992041,0.0,0.0,0.0,0.0,2105.705300514808
0.0,1912.6954,0.0,0.0,0.0,0.0,3635.363960273973
