chp_hospital,chp_shopping,chp1_2cells,chp2_2cells,chp_4cells,heatpumps,gas_boiler
513.7335315068497,1912.6954,0.0,466.6669,653.2512,0.0,2001.712328767124
513.7335315068497,1912.6954,0.0,466.6669,653.2512,0.0,2001.712328767124
513.7335315068497,1912.6954,0.0,466.6669,653.2511999999999,0.0,0.0
513.7335315068497,1912.6954,0.0,466.6669,653.2512,0.0,0.0
513.7335315068497,1912.6953999999998,0.0,466.6669,653.2512,0.0,0.0
0.0,1544.6347027397262,0.0,0.0,0.0,0.0,0.0
0.0,1544.6347027397262,0.0,0.0,0.0,0.0,0.0
0.0,1544.6347027397262,0.0,0.0,0.0,0.0,0.0
513.7335315068497,1912.6954,0.0,466.6669,653.2511999999999,0.0,0.0
513.7335315068497,1912.6954,0.0,466.6669,653.2512,0.0,0.0
513.7335315068497,1912.6954,0.0,466.6669,653.2512,0.0,0.0
513.7335315068497,1912.6954,0.0,466.6669,653.2512,0.0,2001.7123287671236
