demand,battery,curtailment
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,89.23801828571368,0.0
2291.498656,895.2740182857137,0.0
2291.498656,1429.1420182857134,0.0
2291.498656,1512.8860182857136,0.0
2291.498656,1198.8460182857136,0.0
2291.498656,424.2140182857137,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,188.6840182857137,0.0
2291.498656,1120.3360182857136,0.0
2291.498656,1622.8000182857138,0.0
2291.498656,1638.5020182857138,0.0
2291.498656,1198.8460182857136,0.0
2291.498656,408.5120182857137,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,183.45001828571367,0.0
2291.498656,1052.2940182857137,0.0
2291.498656,1481.4820182857136,0.0
2291.498656,1439.6100182857135,0.0
2291.498656,1031.3580182857138,0.0
2291.498656,277.66201828571366,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,214.85401828571366,0.0
2291.498656,335.2360182857137,0.0
2291.498656,235.7900182857136,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,73.53601828571362,0.0
2291.498656,162.51401828571363,0.0
2291.498656,267.1940182857137,0.0
2291.498656,204.3860182857137,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,204.3860182857137,0.0
2291.498656,450.38401828571364,0.0
2291.498656,309.06601828571365,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,471.3200182857137,0.0
2291.498656,858.6360182857136,0.0
2291.498656,827.2320182857138,0.0
2291.498656,214.85401828571366,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,214.85401828571366,0.0
2291.498656,1005.1880182857137,0.0
2291.498656,1465.7800182857136,0.0
2291.498656,1528.5880182857136,0.0
2291.498656,1198.8460182857136,0.0
2291.498656,466.08601828571375,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,42.132018285713684,0.0
2291.498656,282.8960182857137,0.0
2291.498656,450.38401828571364,0.0
2291.498656,1382.0360182857137,0.0
2291.498656,984.2520182857138,0.0
2291.498656,42.132018285713684,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,5.494018285713651,0.0
2291.498656,733.0200182857136,0.0
2291.498656,1078.4640182857138,0.0
2291.498656,418.98001828571364,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,664.9780182857137,0.0
2291.498656,1099.4000182857135,0.0
2291.498656,1209.3140182857137,0.0
2291.498656,994.7200182857136,0.0
2291.498656,392.8100182857137,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,701.6160182857136,0.0
2291.498656,1272.1220182857137,0.0
2291.498656,1245.9520182857136,0.0
2291.498656,879.5720182857137,0.0
2291.498656,256.7260182857136,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,408.5120182857137,0.0
2291.498656,403.27801828571364,0.0
2291.498656,209.62001828571374,0.0
2291.498656,204.3860182857137,0.0
2291.498656,21.19601828571365,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,31.664018285713667,0.0
2291.498656,623.1060182857137,0.0
2291.498656,774.8920182857137,0.0
2291.498656,586.4680182857137,0.0
2291.498656,152.04601828571367,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,492.2560182857137,0.0
2291.498656,895.2740182857137,0.0
2291.498656,999.9540182857138,0.0
2291.498656,806.2960182857137,0.0
2291.498656,319.5340182857137,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,722.5520182857135,0.0
2291.498656,1586.1620182857137,0.0
2291.498656,1858.3300182857135,0.0
2291.498656,1455.3120182857135,0.0
2291.498656,481.78801828571375,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,10.728018285713631,0.0
2291.498656,188.6840182857137,0.0
2291.498656,241.02401828571362,0.0
2291.498656,68.30201828571364,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,42.132018285713684,0.0
2291.498656,193.91801828571363,0.0
2291.498656,356.17201828571365,0.0
2291.498656,293.36401828571366,0.0
2291.498656,241.02401828571362,0.0
2291.498656,78.77001828571366,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
2291.498656,0.0,0.0
