hour,pv,demand_elec_res,demand_heat_res,demand_elec_inst,demand_heat_inst,demand_elec,demand_heat,,,,,
t2177,0.05,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2178,0.012,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2179,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2180,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2181,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2182,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2183,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2184,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2185,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2186,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2187,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2188,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2189,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2190,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2191,0.008,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2192,0.048,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2193,0.12,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2194,0.189,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2195,0.233,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2196,0.264,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2197,0.265,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2198,0.226,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2199,0.188,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2200,0.142,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2201,0.091,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2202,0.035,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2203,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2204,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2205,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2206,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2207,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2208,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2209,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2210,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2211,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2212,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2213,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2214,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2215,0.003,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2216,0.019,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2217,0.063,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2218,0.126,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2219,0.175,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2220,0.239,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2221,0.294,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2222,0.416,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2223,0.475,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2224,0.4,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2225,0.219,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2226,0.071,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2227,0.003,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2228,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2229,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2230,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2231,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2232,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2233,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2234,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2235,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2236,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2237,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2238,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2239,0.006,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2240,0.038,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2241,0.078,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2242,0.144,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2243,0.24,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2244,0.353,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2245,0.369,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2246,0.444,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2247,0.479,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2248,0.448,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2249,0.302,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2250,0.116,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2251,0.006,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2252,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2253,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2254,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2255,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2256,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2257,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2258,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2259,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2260,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2261,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2262,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2263,0.04,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2264,0.169,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2265,0.366,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2266,0.533,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2267,0.684,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2268,0.765,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2269,0.775,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2270,0.736,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2271,0.649,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2272,0.51,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2273,0.326,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2274,0.127,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2275,0.006,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2276,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2277,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2278,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2279,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2280,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2281,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2282,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2283,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2284,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2285,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2286,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2287,0.004,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2288,0.03,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2289,0.08,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2290,0.147,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2291,0.207,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2292,0.232,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2293,0.244,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2294,0.179,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2295,0.098,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2296,0.05,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2297,0.021,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2298,0.005,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2299,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2300,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2301,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2302,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2303,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2304,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2305,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2306,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2307,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2308,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2309,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2310,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2311,0.011,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2312,0.035,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2313,0.077,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2314,0.104,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2315,0.135,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2316,0.19,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2317,0.241,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2318,0.283,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2319,0.275,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2320,0.228,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2321,0.16,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2322,0.079,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2323,0.008,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2324,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2325,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2326,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2327,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2328,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2329,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2330,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2331,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2332,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2333,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2334,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2335,0.054,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2336,0.192,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2337,0.375,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2338,0.533,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2339,0.66,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2340,0.715,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2341,0.724,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2342,0.677,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2343,0.583,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2344,0.439,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2345,0.274,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2346,0.108,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2347,0.009,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2348,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2349,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2350,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2351,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2352,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2353,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2354,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2355,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2356,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2357,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2358,0.001,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2359,0.072,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2360,0.262,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2361,0.473,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2362,0.64,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2363,0.756,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2364,0.819,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2365,0.828,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2366,0.786,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2367,0.693,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2368,0.546,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2369,0.356,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2370,0.149,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2371,0.012,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2372,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2373,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2374,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2375,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2376,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2377,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2378,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2379,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2380,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2381,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2382,0.002,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2383,0.07,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2384,0.215,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2385,0.388,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2386,0.543,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2387,0.755,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2388,0.819,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2389,0.826,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2390,0.781,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2391,0.687,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2392,0.544,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2393,0.355,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2394,0.15,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2395,0.014,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2396,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2397,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2398,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2399,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2400,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2401,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2402,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2403,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2404,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2405,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2406,0.002,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2407,0.07,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2408,0.226,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2409,0.433,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2410,0.622,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2411,0.724,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2412,0.754,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2413,0.676,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2414,0.56,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2415,0.49,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2416,0.33,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2417,0.189,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2418,0.085,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2419,0.012,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2420,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2421,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2422,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2423,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2424,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2425,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2426,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2427,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2428,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2429,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2430,0.003,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2431,0.075,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2432,0.219,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2433,0.361,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2434,0.471,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2435,0.531,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2436,0.564,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2437,0.579,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2438,0.537,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2439,0.463,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2440,0.361,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2441,0.272,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2442,0.138,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2443,0.019,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2444,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2445,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2446,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2447,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2448,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2449,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2450,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2451,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2452,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2453,0,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2454,0.004,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2455,0.091,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2456,0.282,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2457,0.466,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2458,0.609,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2459,0.718,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2460,0.791,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2461,0.817,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2462,0.788,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2463,0.702,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2464,0.558,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
t2465,0.372,2104.826389,740.7407407,1003.009259,2592.592593,2845.56713,3595.601852,,,,,
